wkt_geom;fid;piirustusnumero;decision_id;diaari
MultiPolygon (((25492457.06146300584077835 6681649.81901420094072819, 25492440.33373411744832993 6681639.52502719219774008, 25492425.03572564199566841 6681671.69373659230768681, 25492430.75460731610655785 6681674.26723334472626448, 25492417.17226334661245346 6681703.4335298677906394, 25492479.9369896873831749 6681733.02874251641333103, 25492488.08639606833457947 6681736.74601560179144144, 25492494.52013795077800751 6681734.45846293400973082, 25492498.9522712454199791 6681735.03035110048949718, 25492509.09966842457652092 6681719.41840505227446556, 25492473.07433168217539787 6681684.84716443624347448, 25492449.48394479230046272 6681661.3997495835646987, 25492457.06146300584077835 6681649.81901420094072819)));1178;6642;2016-113;HEL 2016-010006
MultiPolygon (((25504468.62395833805203438 6680363.65833333507180214, 25504427.21666667237877846 6680297.90937500167638063, 25504449.70625000447034836 6680289.83958333544433117, 25504481.85312500596046448 6680348.04791666846722364, 25504468.62395833805203438 6680363.65833333507180214)));1179;0;2011-10075;HEL 2011-008208
MultiPolygon (((25498496.05760448053479195 6675750.72381305135786533, 25498495.56816964223980904 6675747.63364310748875141, 25498494.14777442440390587 6675744.8459605285897851, 25498491.93545700237154961 6675742.63364310748875141, 25498489.14777442440390587 6675741.21324788872152567, 25498486.05760448053479195 6675740.72381305135786533, 25498482.96743453666567802 6675741.21324788872152567, 25498480.17975195869803429 6675742.63364310748875141, 25498477.96743453666567802 6675744.8459605285897851, 25498476.54703931882977486 6675747.63364310748875141, 25498476.05760448053479195 6675750.72381305135786533, 25498476.54703931882977486 6675753.81398299522697926, 25498477.96743453666567802 6675756.60166557412594557, 25498480.17975195869803429 6675758.81398299522697926, 25498482.96743453666567802 6675760.234378213994205, 25498486.05760448053479195 6675760.72381305135786533, 25498489.14777442440390587 6675760.234378213994205, 25498491.93545700237154961 6675758.81398299522697926, 25498494.14777442440390587 6675756.60166557412594557, 25498495.56816964223980904 6675753.81398299522697926, 25498496.05760448053479195 6675750.72381305135786533)));1180;0;2015-41;HEL 2015-013637
MultiPolygon (((25492157.27567464113235474 6681196.43226485606282949, 25492156.78623980283737183 6681193.34209491219371557, 25492155.36584458500146866 6681190.55441233329474926, 25492153.1535271629691124 6681188.34209491219371557, 25492150.36584458500146866 6681186.92169969342648983, 25492147.27567464113235474 6681186.43226485606282949, 25492144.18550469726324081 6681186.92169969342648983, 25492141.39782211929559708 6681188.34209491219371557, 25492139.18550469726324081 6681190.55441233329474926, 25492137.76510947942733765 6681193.34209491219371557, 25492137.27567464113235474 6681196.43226485606282949, 25492137.76510947942733765 6681199.52243479993194342, 25492139.18550469726324081 6681202.31011737883090973, 25492141.39782211929559708 6681204.52243479993194342, 25492144.18550469726324081 6681205.94283001869916916, 25492147.27567464113235474 6681206.43226485606282949, 25492150.36584458500146866 6681205.94283001869916916, 25492153.1535271629691124 6681204.52243479993194342, 25492155.36584458500146866 6681202.31011737883090973, 25492156.78623980283737183 6681199.52243479993194342, 25492157.27567464113235474 6681196.43226485606282949)));1181;0;2016-6;HEL 2016-001164
MultiPolygon (((25495936.68157105520367622 6676372.65387241635471582, 25495936.19213621690869331 6676369.5637024724856019, 25495934.77174099907279015 6676366.77601989358663559, 25495932.55942357704043388 6676364.5637024724856019, 25495929.77174099907279015 6676363.14330725371837616, 25495926.68157105520367622 6676362.65387241635471582, 25495923.5914011113345623 6676363.14330725371837616, 25495920.80371853336691856 6676364.5637024724856019, 25495918.5914011113345623 6676366.77601989358663559, 25495917.17100589349865913 6676369.5637024724856019, 25495916.68157105520367622 6676372.65387241635471582, 25495917.17100589349865913 6676375.74404236022382975, 25495918.5914011113345623 6676378.53172493912279606, 25495920.80371853336691856 6676380.74404236022382975, 25495923.5914011113345623 6676382.16443757899105549, 25495926.68157105520367622 6676382.65387241635471582, 25495929.77174099907279015 6676382.16443757899105549, 25495932.55942357704043388 6676380.74404236022382975, 25495934.77174099907279015 6676378.53172493912279606, 25495936.19213621690869331 6676375.74404236022382975, 25495936.68157105520367622 6676372.65387241635471582)));1182;0;2018-82;HEL 2018-010817
MultiPolygon (((25497991.76055081933736801 6675147.93717211484909058, 25497991.2711159810423851 6675144.84700217097997665, 25497989.85072076320648193 6675142.05931959208101034, 25497987.63840334117412567 6675139.84700217097997665, 25497984.85072076320648193 6675138.42660695221275091, 25497981.76055081933736801 6675137.93717211484909058, 25497978.67038087546825409 6675138.42660695221275091, 25497975.88269829750061035 6675139.84700217097997665, 25497973.67038087546825409 6675142.05931959208101034, 25497972.24998565763235092 6675144.84700217097997665, 25497971.76055081933736801 6675147.93717211484909058, 25497972.24998565763235092 6675151.0273420587182045, 25497973.67038087546825409 6675153.81502463761717081, 25497975.88269829750061035 6675156.0273420587182045, 25497978.67038087546825409 6675157.44773727748543024, 25497981.76055081933736801 6675157.93717211484909058, 25497984.85072076320648193 6675157.44773727748543024, 25497987.63840334117412567 6675156.0273420587182045, 25497989.85072076320648193 6675153.81502463761717081, 25497991.2711159810423851 6675151.0273420587182045, 25497991.76055081933736801 6675147.93717211484909058)));1183;0;2018-20;HEL 2018-002322
MultiPolygon (((25493985.76919259876012802 6677143.53953113313764334, 25493985.27975776046514511 6677140.44936118926852942, 25493983.85936254262924194 6677137.6616786103695631, 25493981.64704512059688568 6677135.44936118926852942, 25493978.85936254262924194 6677134.02896597050130367, 25493975.76919259876012802 6677133.53953113313764334, 25493972.6790226548910141 6677134.02896597050130367, 25493969.89134007692337036 6677135.44936118926852942, 25493967.6790226548910141 6677137.6616786103695631, 25493966.25862743705511093 6677140.44936118926852942, 25493965.76919259876012802 6677143.53953113313764334, 25493966.25862743705511093 6677146.62970107700675726, 25493967.6790226548910141 6677149.41738365590572357, 25493969.89134007692337036 6677151.62970107700675726, 25493972.6790226548910141 6677153.050096295773983, 25493975.76919259876012802 6677153.53953113313764334, 25493978.85936254262924194 6677153.050096295773983, 25493981.64704512059688568 6677151.62970107700675726, 25493983.85936254262924194 6677149.41738365590572357, 25493985.27975776046514511 6677146.62970107700675726, 25493985.76919259876012802 6677143.53953113313764334)));1184;0;2015-32;HEL 2015-013467
MultiPolygon (((25496859.45981724932789803 6675995.69380705337971449, 25496858.97038241103291512 6675992.60363710951060057, 25496857.54998719319701195 6675989.81595453061163425, 25496855.33766977116465569 6675987.60363710951060057, 25496852.54998719319701195 6675986.18324189074337482, 25496849.45981724932789803 6675985.69380705337971449, 25496846.3696473054587841 6675986.18324189074337482, 25496843.58196472749114037 6675987.60363710951060057, 25496841.3696473054587841 6675989.81595453061163425, 25496839.94925208762288094 6675992.60363710951060057, 25496839.45981724932789803 6675995.69380705337971449, 25496839.94925208762288094 6675998.78397699724882841, 25496841.3696473054587841 6676001.57165957614779472, 25496843.58196472749114037 6676003.78397699724882841, 25496846.3696473054587841 6676005.20437221601605415, 25496849.45981724932789803 6676005.69380705337971449, 25496852.54998719319701195 6676005.20437221601605415, 25496855.33766977116465569 6676003.78397699724882841, 25496857.54998719319701195 6676001.57165957614779472, 25496858.97038241103291512 6675998.78397699724882841, 25496859.45981724932789803 6675995.69380705337971449)));1185;0;2017-45;HEL 2017-010349
MultiPolygon (((25493685.52699633315205574 6683352.61289164610207081, 25493708.67803800106048584 6683325.22851664666086435, 25493718.33532966673374176 6683332.10768331307917833, 25493694.6551213338971138 6683360.0212249793112278, 25493685.52699633315205574 6683352.61289164610207081)));1186;0;2021-110;HEL 2021-010276
MultiPolygon (((25501478.16053767874836922 6684922.00448200386017561, 25501477.67110284045338631 6684918.91431205999106169, 25501476.25070762261748314 6684916.12662948109209538, 25501474.03839020058512688 6684913.91431205999106169, 25501471.25070762261748314 6684912.49391684122383595, 25501468.16053767874836922 6684912.00448200386017561, 25501465.07036773487925529 6684912.49391684122383595, 25501462.28268515691161156 6684913.91431205999106169, 25501460.07036773487925529 6684916.12662948109209538, 25501458.64997251704335213 6684918.91431205999106169, 25501458.16053767874836922 6684922.00448200386017561, 25501458.64997251704335213 6684925.09465194772928953, 25501460.07036773487925529 6684927.88233452662825584, 25501462.28268515691161156 6684930.09465194772928953, 25501465.07036773487925529 6684931.51504716649651527, 25501468.16053767874836922 6684932.00448200386017561, 25501471.25070762261748314 6684931.51504716649651527, 25501474.03839020058512688 6684930.09465194772928953, 25501476.25070762261748314 6684927.88233452662825584, 25501477.67110284045338631 6684925.09465194772928953, 25501478.16053767874836922 6684922.00448200386017561)));1187;0;2017-81;HEL 2017-012473
MultiPolygon (((25498162.59905781596899033 6674866.85897938068956137, 25498162.10962297767400742 6674863.76880943682044744, 25498160.68922775983810425 6674860.98112685792148113, 25498158.47691033780574799 6674858.76880943682044744, 25498155.68922775983810425 6674857.3484142180532217, 25498152.59905781596899033 6674856.85897938068956137, 25498149.5088878720998764 6674857.3484142180532217, 25498146.72120529413223267 6674858.76880943682044744, 25498144.5088878720998764 6674860.98112685792148113, 25498143.08849265426397324 6674863.76880943682044744, 25498142.59905781596899033 6674866.85897938068956137, 25498143.08849265426397324 6674869.94914932455867529, 25498144.5088878720998764 6674872.7368319034576416, 25498146.72120529413223267 6674874.94914932455867529, 25498149.5088878720998764 6674876.36954454332590103, 25498152.59905781596899033 6674876.85897938068956137, 25498155.68922775983810425 6674876.36954454332590103, 25498158.47691033780574799 6674874.94914932455867529, 25498160.68922775983810425 6674872.7368319034576416, 25498162.10962297767400742 6674869.94914932455867529, 25498162.59905781596899033 6674866.85897938068956137)));1188;0;2018-19;HEL 2018-002366
MultiPolygon (((25492059.44620504975318909 6681494.27745172660797834, 25492058.95677021145820618 6681491.18728178273886442, 25492057.53637499362230301 6681488.39959920383989811, 25492055.32405757158994675 6681486.18728178273886442, 25492052.53637499362230301 6681484.76688656397163868, 25492049.44620504975318909 6681484.27745172660797834, 25492046.35603510588407516 6681484.76688656397163868, 25492043.56835252791643143 6681486.18728178273886442, 25492041.35603510588407516 6681488.39959920383989811, 25492039.935639888048172 6681491.18728178273886442, 25492039.44620504975318909 6681494.27745172660797834, 25492039.935639888048172 6681497.36762167047709227, 25492041.35603510588407516 6681500.15530424937605858, 25492043.56835252791643143 6681502.36762167047709227, 25492046.35603510588407516 6681503.78801688924431801, 25492049.44620504975318909 6681504.27745172660797834, 25492052.53637499362230301 6681503.78801688924431801, 25492055.32405757158994675 6681502.36762167047709227, 25492057.53637499362230301 6681500.15530424937605858, 25492058.95677021145820618 6681497.36762167047709227, 25492059.44620504975318909 6681494.27745172660797834)));1189;0;2016-40;HEL 2016-004395
MultiPolygon (((25508569.50910750776529312 6678598.67401615809649229, 25508589.36623551324009895 6678619.06646781321614981, 25508601.07028596848249435 6678606.87474859040230513, 25508617.8460916206240654 6678593.22002306021749973, 25508651.59277042374014854 6678570.39712467510253191, 25508654.12864802032709122 6678570.49465842824429274, 25508672.17239246889948845 6678558.88814172800630331, 25508661.15107829123735428 6678538.11345217190682888, 25508650.03223036229610443 6678539.47892472613602877, 25508618.13869287446141243 6678564.15496443398296833, 25508606.92231117933988571 6678572.15273224283009768, 25508595.90099700912833214 6678576.73681867122650146, 25508569.50910750776529312 6678598.67401615809649229)));1190;7100;2020-78;HEL 2020-009416
MultiPolygon (((25501511.93281249329447746 6683898.24192708637565374, 25501520.6640624962747097 6683893.34713541809469461, 25501524.36822916194796562 6683899.82942708488553762, 25501515.76927082613110542 6683904.55885416828095913, 25501511.93281249329447746 6683898.24192708637565374)));1191;0;2014-196;HEL 2014-013929
MultiPolygon (((25498223.63414081558585167 6672603.83467850275337696, 25498228.08919172734022141 6672600.39470248110592365, 25498227.63804733008146286 6672590.5259188124909997, 25498225.8898627944290638 6672588.83412732649594545, 25498168.82009666413068771 6672587.70626633521169424, 25498166.78994688019156456 6672583.75875286851078272, 25498220.87088138610124588 6672547.49802201706916094, 25498212.69388920813798904 6672535.03515806887298822, 25497924.75097827240824699 6672728.74528322461992502, 25497933.32272180169820786 6672741.15175412222743034, 25498007.98711938783526421 6672690.96194003615528345, 25498019.82965978980064392 6672691.41308443248271942, 25498019.71687369048595428 6672680.92397721856832504, 25498039.79279932379722595 6672669.5325812129303813, 25498140.05964139476418495 6672601.97370786778628826, 25498223.63414081558585167 6672603.83467850275337696)));1192;7044;2020-34;HEL 2020-002484
MultiPolygon (((25497795.923125009983778 6678324.38210416492074728, 25497788.11791667714715004 6678305.99356249812990427, 25497801.87335120886564255 6678299.94402871560305357, 25497808.95385416969656944 6678318.1643958305940032, 25497795.923125009983778 6678324.38210416492074728)));1193;0;2020-14;HEL 2019-012740
MultiPolygon (((25493022.12790883705019951 6675742.94686742499470711, 25492986.68012950196862221 6675719.42701383866369724, 25492861.18491072580218315 6675764.11473565269261599, 25492856.3129410557448864 6675816.02641249541193247, 25492952.61396481841802597 6675891.73675590194761753, 25492958.45630520209670067 6675896.32991259545087814, 25493047.28597836941480637 6676050.97026363480836153, 25493059.59167562052607536 6676072.3928165826946497, 25493076.3915710374712944 6676063.9928688732907176, 25492979.96017133817076683 6675892.29793769586831331, 25493022.12790883705019951 6675742.94686742499470711)));1194;6970;2019-61;HEL 2019-004782
MultiPolygon (((25491971.52774076908826828 6672258.9486151896417141, 25491964.78425136581063271 6672239.76567931566387415, 25491982.06853488460183144 6672229.81412213761359453, 25491986.91337193176150322 6672242.31903938017785549, 25492013.75638799741864204 6672247.49123028386384249, 25492011.00661562010645866 6672256.06790127232670784, 25491988.15731657668948174 6672254.8239566246047616, 25491971.52774076908826828 6672258.9486151896417141)));1195;7429;2023-69;HEL 2023-004588
MultiPolygon (((25497416.76487297192215919 6673169.53088399115949869, 25497416.27543813362717628 6673166.44071404729038477, 25497414.85504291579127312 6673163.65303146839141846, 25497412.64272549375891685 6673161.44071404729038477, 25497409.85504291579127312 6673160.02031882852315903, 25497406.76487297192215919 6673159.53088399115949869, 25497403.67470302805304527 6673160.02031882852315903, 25497400.88702045008540154 6673161.44071404729038477, 25497398.67470302805304527 6673163.65303146839141846, 25497397.25430781021714211 6673166.44071404729038477, 25497396.76487297192215919 6673169.53088399115949869, 25497397.25430781021714211 6673172.62105393502861261, 25497398.67470302805304527 6673175.40873651392757893, 25497400.88702045008540154 6673177.62105393502861261, 25497403.67470302805304527 6673179.04144915379583836, 25497406.76487297192215919 6673179.53088399115949869, 25497409.85504291579127312 6673179.04144915379583836, 25497412.64272549375891685 6673177.62105393502861261, 25497414.85504291579127312 6673175.40873651392757893, 25497416.27543813362717628 6673172.62105393502861261, 25497416.76487297192215919 6673169.53088399115949869)));1196;0;2014-39;HEL 2014-002267
MultiPolygon (((25503410.98376331105828285 6675402.61581394076347351, 25503410.49432847276329994 6675399.52564399689435959, 25503409.07393325492739677 6675396.73796141799539328, 25503406.86161583289504051 6675394.52564399689435959, 25503404.07393325492739677 6675393.10524877812713385, 25503400.98376331105828285 6675392.61581394076347351, 25503397.89359336718916893 6675393.10524877812713385, 25503395.10591078922152519 6675394.52564399689435959, 25503392.89359336718916893 6675396.73796141799539328, 25503391.47319814935326576 6675399.52564399689435959, 25503390.98376331105828285 6675402.61581394076347351, 25503391.47319814935326576 6675405.70598388463258743, 25503392.89359336718916893 6675408.49366646353155375, 25503395.10591078922152519 6675410.70598388463258743, 25503397.89359336718916893 6675412.12637910339981318, 25503400.98376331105828285 6675412.61581394076347351, 25503404.07393325492739677 6675412.12637910339981318, 25503406.86161583289504051 6675410.70598388463258743, 25503409.07393325492739677 6675408.49366646353155375, 25503410.49432847276329994 6675405.70598388463258743, 25503410.98376331105828285 6675402.61581394076347351)));1197;0;2017-36;HEL 2017-010016
MultiPolygon (((25492875.22291666269302368 6680744.26041666697710752, 25492879.45624999329447746 6680731.2958333333954215, 25492905.3854166604578495 6680742.40833333320915699, 25492901.48281249403953552 6680755.37291666772216558, 25492875.22291666269302368 6680744.26041666697710752)));1198;0;2013-67;HEL 2013-007245
MultiPolygon (((25504334.93226486817002296 6681764.0016169585287571, 25504334.44283002987504005 6681760.91144701465964317, 25504333.02243481203913689 6681758.12376443576067686, 25504330.81011739000678062 6681755.91144701465964317, 25504328.02243481203913689 6681754.49105179589241743, 25504324.93226486817002296 6681754.0016169585287571, 25504321.84209492430090904 6681754.49105179589241743, 25504319.0544123463332653 6681755.91144701465964317, 25504316.84209492430090904 6681758.12376443576067686, 25504315.42169970646500587 6681760.91144701465964317, 25504314.93226486817002296 6681764.0016169585287571, 25504315.42169970646500587 6681767.09178690239787102, 25504316.84209492430090904 6681769.87946948129683733, 25504319.0544123463332653 6681772.09178690239787102, 25504321.84209492430090904 6681773.51218212116509676, 25504324.93226486817002296 6681774.0016169585287571, 25504328.02243481203913689 6681773.51218212116509676, 25504330.81011739000678062 6681772.09178690239787102, 25504333.02243481203913689 6681769.87946948129683733, 25504334.44283002987504005 6681767.09178690239787102, 25504334.93226486817002296 6681764.0016169585287571)));1199;0;2016-70;HEL 2016-006207
MultiPolygon (((25492227.03143546730279922 6681636.22309747710824013, 25492238.87916666641831398 6681623.00416666641831398, 25492273.0104166641831398 6681638.34999999962747097, 25492265.60208332911133766 6681654.2249999986961484, 25492227.03143546730279922 6681636.22309747710824013)));1200;0;2011-10057;HEL 2011-003133
MultiPolygon (((25493495.26875000074505806 6679805.48541666753590107, 25493491.03541666641831398 6679795.69583333469927311, 25493510.87916666641831398 6679787.4937500013038516, 25493515.11250000074505806 6679797.01875000074505806, 25493495.26875000074505806 6679805.48541666753590107)));1201;0;2011-10083;HEL 2011-008727
MultiPolygon (((25494310.4270833320915699 6678062.28541666548699141, 25494329.47708333283662796 6678063.07916666567325592, 25494331.59375 6678040.85416666604578495, 25494310.69166666641831398 6678039.00208333227783442, 25494310.4270833320915699 6678062.28541666548699141)),((25494286.87916666269302368 6678126.31458333320915699, 25494262.53749999776482582 6678125.25625000055879354, 25494264.1249999962747097 6678144.30625000037252903, 25494287.40833333134651184 6678145.36458333395421505, 25494287.9374999962747097 6678125.78541666641831398, 25494286.87916666269302368 6678126.31458333320915699)));1202;0;2012-57;HEL 2012-006401
MultiPolygon (((25495844.37812501564621925 6674029.68437500298023224, 25495842.12916668504476547 6674013.9416666692122817, 25495853.63854168355464935 6674012.75104166939854622, 25495855.62291668355464935 6674028.09687500260770321, 25495844.37812501564621925 6674029.68437500298023224)));1203;0;2013-131;HEL 2013-011995
MultiPolygon (((25495609.02252603694796562 6674951.33567707985639572, 25495600.88658853620290756 6674946.0770833333954215, 25495599.43138020485639572 6674948.12760416697710752, 25495607.36888020113110542 6674953.65078124590218067, 25495609.02252603694796562 6674951.33567707985639572)),((25495532.87838540971279144 6673043.14244791772216558, 25495531.12552084401249886 6673040.71158854477107525, 25495543.8255208432674408 6673032.90638021193444729, 25495545.4791666716337204 6673035.50260416883975267, 25495532.87838540971279144 6673043.14244791772216558)),((25497180.71796874329447746 6674082.00084635242819786, 25497186.83645832538604736 6674085.24199218582361937, 25497187.80384114384651184 6674083.66276041604578495, 25497181.5944010503590107 6674080.19837239570915699, 25497180.71796874329447746 6674082.00084635242819786)),((25494181.69845376163721085 6679181.09845377504825592, 25494175.66264646872878075 6679181.85913085844367743, 25494176.00991209596395493 6679184.88530273269861937, 25494182.17801105231046677 6679184.20730794128030539, 25494181.69845376163721085 6679181.09845377504825592)),((25496410.3691406138241291 6672506.11220703553408384, 25496411.47708332166075706 6672506.90595703572034836, 25496413.55240884050726891 6672504.16090495232492685, 25496412.38658852875232697 6672503.29274088889360428, 25496410.3691406138241291 6672506.11220703553408384)),((25496356.54296873137354851 6672571.25758465006947517, 25496300.18671872094273567 6672531.66930339578539133, 25496299.12838539481163025 6672532.92607422824949026, 25496354.37669268995523453 6672574.01917319092899561, 25496356.54296873137354851 6672571.25758465006947517)),((25495434.68398436903953552 6674718.10143229085952044, 25495425.25820311903953552 6674716.96041666530072689, 25495424.79518227651715279 6674719.83776041492819786, 25495434.12174477800726891 6674720.96223958022892475, 25495434.68398436903953552 6674718.10143229085952044)),((25496324.96302083134651184 6673137.06145833153277636, 25496324.97955729067325592 6673138.86393229011446238, 25496338.93632812425494194 6673138.9300781236961484, 25496338.91979166492819786 6673137.19374999962747097, 25496324.96302083134651184 6673137.06145833153277636)),((25496679.19999999925494194 6672856.83281249925494194, 25496684.24361979588866234 6672850.29264322947710752, 25496681.88717447966337204 6672848.52324218675494194, 25496676.91796875 6672855.11302083265036345, 25496679.19999999925494194 6672856.83281249925494194)),((25497857.63242187350988388 6671821.24791666679084301, 25497862.0807291641831398 6671811.79733072686940432, 25497859.96406249701976776 6671810.82167968526482582, 25497855.89609374850988388 6671820.50377604179084301, 25497857.63242187350988388 6671821.24791666679084301)),((25496733.70249023288488388 6673070.86503906361758709, 25496733.5826009027659893 6673072.56002604123204947, 25496738.69029946997761726 6673072.80393880233168602, 25496738.84739582240581512 6673071.12135416548699141, 25496733.70249023288488388 6673070.86503906361758709)),((25497583.25963542237877846 6673360.89296875335276127, 25497582.99918621033430099 6673366.1184895858168602, 25497587.42682291939854622 6673366.26731771137565374, 25497587.74101562798023224 6673361.04179687798023224, 25497583.25963542237877846 6673360.89296875335276127)));1204;0;2012-80;HEL 2012-003066
MultiPolygon (((25504219.01556533575057983 6679213.70220455061644316, 25504218.52613049745559692 6679210.61203460674732924, 25504217.10573527961969376 6679207.82435202784836292, 25504214.89341785758733749 6679205.61203460674732924, 25504212.10573527961969376 6679204.19163938798010349, 25504209.01556533575057983 6679203.70220455061644316, 25504205.92539539188146591 6679204.19163938798010349, 25504203.13771281391382217 6679205.61203460674732924, 25504200.92539539188146591 6679207.82435202784836292, 25504199.50500017404556274 6679210.61203460674732924, 25504199.01556533575057983 6679213.70220455061644316, 25504199.50500017404556274 6679216.79237449448555708, 25504200.92539539188146591 6679219.58005707338452339, 25504203.13771281391382217 6679221.79237449448555708, 25504205.92539539188146591 6679223.21276971325278282, 25504209.01556533575057983 6679223.70220455061644316, 25504212.10573527961969376 6679223.21276971325278282, 25504214.89341785758733749 6679221.79237449448555708, 25504217.10573527961969376 6679219.58005707338452339, 25504218.52613049745559692 6679216.79237449448555708, 25504219.01556533575057983 6679213.70220455061644316)));1205;0;2016-132;HEL 2016-011277
MultiPolygon (((25496835.79512833803892136 6673035.36192521639168262, 25496835.30569349974393845 6673032.2717552725225687, 25496833.88529828190803528 6673029.48407269362360239, 25496831.67298085987567902 6673027.2717552725225687, 25496828.88529828190803528 6673025.85136005375534296, 25496825.79512833803892136 6673025.36192521639168262, 25496822.70495839416980743 6673025.85136005375534296, 25496819.9172758162021637 6673027.2717552725225687, 25496817.70495839416980743 6673029.48407269362360239, 25496816.28456317633390427 6673032.2717552725225687, 25496815.79512833803892136 6673035.36192521639168262, 25496816.28456317633390427 6673038.45209516026079655, 25496817.70495839416980743 6673041.23977773915976286, 25496819.9172758162021637 6673043.45209516026079655, 25496822.70495839416980743 6673044.87249037902802229, 25496825.79512833803892136 6673045.36192521639168262, 25496828.88529828190803528 6673044.87249037902802229, 25496831.67298085987567902 6673043.45209516026079655, 25496833.88529828190803528 6673041.23977773915976286, 25496835.30569349974393845 6673038.45209516026079655, 25496835.79512833803892136 6673035.36192521639168262)));1206;0;2015-52;HEL 2015-004960
MultiPolygon (((25497189.50312499701976776 6671668.58749999850988388, 25497194.66250000149011612 6671648.21458333171904087, 25497211.06666667014360428 6671650.86041666567325592, 25497205.8207717128098011 6671671.11555770970880985, 25497189.50312499701976776 6671668.58749999850988388)));1207;0;2011-10084;HEL 2011-008012
MultiPolygon (((25495889.25210173800587654 6674583.96546259894967079, 25495888.76266689971089363 6674580.87529265508055687, 25495887.34227168187499046 6674578.08761007618159056, 25495885.1299542598426342 6674575.87529265508055687, 25495882.34227168187499046 6674574.45489743631333113, 25495879.25210173800587654 6674573.96546259894967079, 25495876.16193179413676262 6674574.45489743631333113, 25495873.37424921616911888 6674575.87529265508055687, 25495871.16193179413676262 6674578.08761007618159056, 25495869.74153657630085945 6674580.87529265508055687, 25495869.25210173800587654 6674583.96546259894967079, 25495869.74153657630085945 6674587.05563254281878471, 25495871.16193179413676262 6674589.84331512171775103, 25495873.37424921616911888 6674592.05563254281878471, 25495876.16193179413676262 6674593.47602776158601046, 25495879.25210173800587654 6674593.96546259894967079, 25495882.34227168187499046 6674593.47602776158601046, 25495885.1299542598426342 6674592.05563254281878471, 25495887.34227168187499046 6674589.84331512171775103, 25495888.76266689971089363 6674587.05563254281878471, 25495889.25210173800587654 6674583.96546259894967079)));1208;0;2014-2;HEL 2014-000184
MultiPolygon (((25495735.33616926148533821 6673347.70389219559729099, 25495742.91313555836677551 6673326.9373919740319252, 25495750.49010185897350311 6673329.46304740570485592, 25495741.6952228806912899 6673351.48560893256217241, 25495735.33616926148533821 6673347.70389219559729099)));1209;0;2012-112;HEL 2012-006217
MultiPolygon (((25502646.97161458432674408 6676542.7565104179084301, 25502646.47552083060145378 6676524.93020833469927311, 25502659.83697916567325592 6676524.86406250111758709, 25502660.1015624962747097 6676542.52500000037252903, 25502646.97161458432674408 6676542.7565104179084301)));1210;0;2013-143;HEL 2013-013116
MultiPolygon (((25497409.23952915519475937 6673293.63304517883807421, 25497408.75009431689977646 6673290.54287523496896029, 25497407.32969909906387329 6673287.75519265606999397, 25497405.11738167703151703 6673285.54287523496896029, 25497402.32969909906387329 6673284.12248001620173454, 25497399.23952915519475937 6673283.63304517883807421, 25497396.14935921132564545 6673284.12248001620173454, 25497393.36167663335800171 6673285.54287523496896029, 25497391.14935921132564545 6673287.75519265606999397, 25497389.72896399348974228 6673290.54287523496896029, 25497389.23952915519475937 6673293.63304517883807421, 25497389.72896399348974228 6673296.72321512270718813, 25497391.14935921132564545 6673299.51089770160615444, 25497393.36167663335800171 6673301.72321512270718813, 25497396.14935921132564545 6673303.14361034147441387, 25497399.23952915519475937 6673303.63304517883807421, 25497402.32969909906387329 6673303.14361034147441387, 25497405.11738167703151703 6673301.72321512270718813, 25497407.32969909906387329 6673299.51089770160615444, 25497408.75009431689977646 6673296.72321512270718813, 25497409.23952915519475937 6673293.63304517883807421)));1211;0;2014-40;HEL 2014-002262
MultiPolygon (((25495415.31002604588866234 6675260.49283854197710752, 25495422.90026041865348816 6675252.02617187518626451, 25495429.61406250298023224 6675254.63893229234963655, 25495421.2135416679084301 6675263.28749999962747097, 25495415.31002604588866234 6675260.49283854197710752)));1212;0;2020-16;HEL 2020-000649
MultiPolygon (((25497794.35052083432674408 6675486.2098958333954215, 25497797.12864583358168602 6675480.2567708333954215, 25497805.04835119843482971 6675483.71902869921177626, 25497802.42031250149011612 6675489.45104166679084301, 25497794.35052083432674408 6675486.2098958333954215)));1213;0;2021-31;HEL 2021-002607
MultiPolygon (((25497852.17862566933035851 6674978.91398936882615089, 25497851.6891908310353756 6674975.82381942495703697, 25497850.26879561319947243 6674973.03613684605807066, 25497848.05647819116711617 6674970.82381942495703697, 25497845.26879561319947243 6674969.40342420618981123, 25497842.17862566933035851 6674968.91398936882615089, 25497839.08845572546124458 6674969.40342420618981123, 25497836.30077314749360085 6674970.82381942495703697, 25497834.08845572546124458 6674973.03613684605807066, 25497832.66806050762534142 6674975.82381942495703697, 25497832.17862566933035851 6674978.91398936882615089, 25497832.66806050762534142 6674982.00415931269526482, 25497834.08845572546124458 6674984.79184189159423113, 25497836.30077314749360085 6674987.00415931269526482, 25497839.08845572546124458 6674988.42455453146249056, 25497842.17862566933035851 6674988.91398936882615089, 25497845.26879561319947243 6674988.42455453146249056, 25497848.05647819116711617 6674987.00415931269526482, 25497850.26879561319947243 6674984.79184189159423113, 25497851.6891908310353756 6674982.00415931269526482, 25497852.17862566933035851 6674978.91398936882615089)));1214;0;2016-135;HEL 2016-011881
