wkt_geom;fid;piirustusnumero;decision_id;diaari
MultiPolygon (((25504564.08032362535595894 6677536.50924188457429409, 25504576.96852495148777962 6677544.46504534687846899, 25504594.31335484236478806 6677556.46849648281931877, 25504600.59928569942712784 6677561.41730031743645668, 25504606.62822002917528152 6677553.40309975482523441, 25504606.62206258252263069 6677553.39818331506103277, 25504592.24829124286770821 6677543.45239546615630388, 25504582.38199283182621002 6677536.26670842245221138, 25504569.48977372795343399 6677527.38994696829468012, 25504564.08032362535595894 6677536.50924188457429409)),((25504735.83518410101532936 6677689.77248658798635006, 25504737.49993547797203064 6677693.04860949423164129, 25504739.9984317347407341 6677698.00554938055574894, 25504743.75086973607540131 6677707.84046813473105431, 25504724.20948939025402069 6677711.4299379363656044, 25504724.03203842043876648 6677710.02112274244427681, 25504721.32658305019140244 6677701.9046671399846673, 25504718.37254897505044937 6677694.43961615767329931, 25504735.83518410101532936 6677689.77248658798635006)),((25504349.71264755725860596 6677433.28400831390172243, 25504392.38986349478363991 6677450.84064099192619324, 25504393.52804484963417053 6677448.82351220585405827, 25504398.03553840145468712 6677440.4525056267157197, 25504383.42128963395953178 6677433.53629846405237913, 25504360.8458029106259346 6677423.19319723173975945, 25504354.56183787062764168 6677420.88234694488346577, 25504349.71264755725860596 6677433.28400831390172243)));753;7252;2022-10;HEL 2022-002877
MultiPolygon (((25497235.43634160608053207 6674215.90914529096335173, 25497262.94210713356733322 6674194.87532459478825331, 25497275.88599679246544838 6674208.35854298993945122, 25497248.38023126497864723 6674231.01034989301115274, 25497235.43634160608053207 6674215.90914529096335173)));754;0;2012-173;HEL 2012-013614
MultiPolygon (((25493645.70416669175028801 6683371.14375000167638063, 25493656.81666669249534607 6683358.44375000149011612, 25493677.85104169324040413 6683374.71562500204890966, 25493667.13541669398546219 6683388.87083333544433117, 25493645.70416669175028801 6683371.14375000167638063)));755;0;2021-78;HEL 2021-007141
MultiPolygon (((25496903.39010415971279144 6675655.81406249944120646, 25496913.70885416120290756 6675647.61197916604578495, 25496922.57239582762122154 6675658.1953125, 25496912.1874999925494194 6675666.59583333320915699, 25496903.39010415971279144 6675655.81406249944120646)));756;0;2024-141;HEL 2024-015642
MultiPolygon EMPTY;757;7350;2022-87;HEL 2022-013481
MultiPolygon (((25495530.27752311527729034 6675052.93012075033038855, 25495420.7921837642788887 6674765.63112066686153412, 25495411.92489999905228615 6674774.50959999952465296, 25495379.54699999839067459 6674783.45819999929517508, 25495359.03159999847412109 6674772.17849999945610762, 25495335.1680000014603138 6674794.71999999973922968, 25495327.74292460083961487 6674790.92649125680327415, 25495396.21564577892422676 6674957.50500784814357758, 25495478.00476309284567833 6675083.58249547518789768, 25495530.27752311527729034 6675052.93012075033038855)));758;6220;2013-104;HEL 2013-011072
MultiPolygon (((25497753.29296738654375076 6679911.77686118986457586, 25497752.80353254824876785 6679908.68669124599546194, 25497751.38313733041286469 6679905.89900866709649563, 25497749.17081990838050842 6679903.68669124599546194, 25497746.38313733041286469 6679902.2662960272282362, 25497743.29296738654375076 6679901.77686118986457586, 25497740.20279744267463684 6679902.2662960272282362, 25497737.4151148647069931 6679903.68669124599546194, 25497735.20279744267463684 6679905.89900866709649563, 25497733.78240222483873367 6679908.68669124599546194, 25497733.29296738654375076 6679911.77686118986457586, 25497733.78240222483873367 6679914.86703113373368979, 25497735.20279744267463684 6679917.6547137126326561, 25497737.4151148647069931 6679919.86703113373368979, 25497740.20279744267463684 6679921.28742635250091553, 25497743.29296738654375076 6679921.77686118986457586, 25497746.38313733041286469 6679921.28742635250091553, 25497749.17081990838050842 6679919.86703113373368979, 25497751.38313733041286469 6679917.6547137126326561, 25497752.80353254824876785 6679914.86703113373368979, 25497753.29296738654375076 6679911.77686118986457586)));759;0;2015-36;HEL 2015-013663
MultiPolygon (((25497752.18724088743329048 6683424.00297506712377071, 25497572.51312568783760071 6683558.22250516712665558, 25497569.65694340318441391 6683585.12308456283062696, 25497560.20959982648491859 6683607.25198862515389919, 25497575.88557876273989677 6683629.2090293113142252, 25497612.64612506330013275 6683604.61947584711015224, 25497694.04944208264350891 6683559.21013444475829601, 25497782.68250452354550362 6683442.8840673016384244, 25497752.18724088743329048 6683424.00297506712377071)));760;6208;2013-70;HEL 2013-007566
MultiPolygon (((25493845.04002031683921814 6680016.27209768071770668, 25493842.05537397414445877 6680026.9049002705141902, 25493882.34809957817196846 6680038.47040484193712473, 25493882.03177224099636078 6680026.44941082783043385, 25493903.61370475962758064 6679972.43510454706847668, 25493909.95607823505997658 6679962.36192314513027668, 25493923.94660795852541924 6679944.82712589111179113, 25493938.86983966454863548 6679928.22503061965107918, 25493945.58529393374919891 6679922.06919754110276699, 25493916.85807289928197861 6679914.79412208497524261, 25493908.0906742736697197 6679924.86730348598212004, 25493889.25009424611926079 6679949.30409540329128504, 25493884.02696314826607704 6679958.07149402983486652, 25493878.80383205786347389 6679964.41386750433593988, 25493864.44022154062986374 6679990.52952298801392317, 25493855.29974212124943733 6680011.7951281676068902, 25493851.94201498851180077 6680016.08555728290230036, 25493845.04002031683921814 6680016.27209768071770668)));761;6111;2012-143;HEL 2012-004080
MultiPolygon (((25497131.51205869764089584 6678910.92724533285945654, 25497118.72021595388650894 6678903.08070261962711811, 25497082.32280773296952248 6678960.84180696401745081, 25497047.11227152496576309 6679028.36163670010864735, 25497030.36418876051902771 6679067.39653826784342527, 25497026.27607407048344612 6679098.6508344542235136, 25497019.41859136149287224 6679224.59114187397062778, 25497022.45170870795845985 6679252.54857137333601713, 25497030.49606342241168022 6679275.23101417534053326, 25497054.49725289642810822 6679306.7490596966817975, 25497087.07029576227068901 6679334.97023853193968534, 25497108.1702425554394722 6679345.91583593003451824, 25497223.95620057731866837 6679375.98326010908931494, 25497240.83615801483392715 6679379.80762546602636576, 25497247.1661420539021492 6679579.99337066058069468, 25497253.10050208866596222 6679601.22519212029874325, 25497262.46360347792506218 6679617.44577621668577194, 25497297.27851568534970284 6679642.37008836586028337, 25497418.86695908382534981 6679721.36301417276263237, 25497428.36193514242768288 6679704.87868074048310518, 25497333.28029992058873177 6679637.22697633784264326, 25497274.2004489004611969 6679596.34582942724227905, 25497265.36484618112444878 6679514.71541027259081602, 25497262.19985416159033775 6679386.40135884191840887, 25497351.21525469422340393 6679405.78693495783954859, 25497358.33648673817515373 6679469.3505246713757515, 25497365.98521744832396507 6679509.04479957465082407, 25497379.83205753192305565 6679533.83723705541342497, 25497431.6588018387556076 6679574.05901062861084938, 25497473.72682075574994087 6679604.52205880917608738, 25497486.38678883388638496 6679581.0483680022880435, 25497438.25253521278500557 6679554.27781050931662321, 25497390.5139055997133255 6679518.27602629736065865, 25497382.07392688095569611 6679488.99985012225806713, 25497369.15020947158336639 6679401.43507093284279108, 25497373.10644949600100517 6679365.03766271471977234, 25497370.6667681448161602 6679314.26591574493795633, 25497357.8749254047870636 6679311.49654772877693176, 25497312.37816513329744339 6679233.16299526114016771, 25497362.75428810343146324 6679175.66564025077968836, 25497376.73300284892320633 6679167.48941086698323488, 25497356.29242939502000809 6679144.01572006102651358, 25497339.14872262626886368 6679166.96191219799220562, 25497296.9488290399312973 6679222.34927252773195505, 25497266.35390618816018105 6679254.65856605488806963, 25497249.60582342371344566 6679279.4510035365819931, 25497242.88021539151668549 6679307.67218237277120352, 25497238.39647670462727547 6679326.92588382121175528, 25497239.18772470951080322 6679363.4551667058840394, 25497110.74179860576987267 6679332.20087052043527365, 25497082.38874510303139687 6679311.6284223971888423, 25497055.75006227567791939 6679279.58287820592522621, 25497040.18885152414441109 6679255.71356339659541845, 25497035.04573949426412582 6679224.32739254180341959, 25497036.76011016964912415 6679200.06245373096317053, 25497045.59571289271116257 6679097.5958371190354228, 25497049.42007824778556824 6679077.81463700067251921, 25497055.75006228312849998 6679045.10971947200596333, 25497131.51205869764089584 6678910.92724533285945654)));762;7501;2023-129;HEL 2023-011225
MultiPolygon (((25496056.75940891727805138 6674629.83957263454794884, 25496059.24070309847593307 6674617.43310173600912094, 25496000.14078718423843384 6674606.6056362260133028, 25495972.05704852193593979 6674759.65637266542762518, 25495994.83984053134918213 6674763.94224443007260561, 25496016.04362715780735016 6674773.41627675201743841, 25496027.32223706692457199 6674781.31130368635058403, 25496035.21726400032639503 6674787.85289743263274431, 25496044.91686851903796196 6674798.00364634953439236, 25496051.45846226811408997 6674805.89867328386753798, 25496055.74433403462171555 6674814.01927241776138544, 25496061.60921118408441544 6674829.13260969240218401, 25496064.99279415607452393 6674854.17112368624657393, 25496064.09050536528229713 6674873.79590492509305477, 25496049.87945688143372536 6674966.73165055923163891, 25496032.05925322696566582 6675038.23803737014532089, 25496029.80353124812245369 6675041.17047594580799341, 25496027.09666486829519272 6675042.74948133248835802, 25495943.40937935933470726 6675048.83993068151175976, 25495830.8488524854183197 6675044.7796311154961586, 25495876.18886431306600571 6675107.03755780216306448, 25495859.27094944566488266 6675184.29603566508740187, 25495872.24135084077715874 6675188.01797693409025669, 25495876.52722260355949402 6675170.31055937986820936, 25495889.27205180004239082 6675162.30274634622037411, 25495967.54560455307364464 6675123.95547266211360693, 25496001.71979257464408875 6675110.87228516954928637, 25496019.65278232470154762 6675108.84213538654148579, 25496045.59358511120080948 6675116.39880402479320765, 25496059.80463359504938126 6675123.05318386945873499, 25496063.30100266635417938 6675133.99343547970056534, 25496064.99279415234923363 6675151.13692253828048706, 25496064.31607755646109581 6675162.18996024690568447, 25496076.83533456176519394 6675165.12239882349967957, 25496087.8883722685277462 6675137.8281628480181098, 25496084.95593369379639626 6675120.91024798713624477, 25496076.38419016450643539 6675121.81253677979111671, 25496072.662248894572258 6675119.78238699678331614, 25496067.36130223795771599 6675106.69919950421899557, 25496060.48135019466280937 6675074.66794736869633198, 25496057.66169771924614906 6675074.89351956639438868, 25496054.84204524382948875 6675053.46416074223816395, 25496055.06761744245886803 6675021.88405300211161375, 25496061.38363898918032646 6674964.58871467411518097, 25496067.02294394373893738 6674965.03985907044261694, 25496090.48245254904031754 6674974.51389139238744974, 25496092.06145793944597244 6674967.29558105207979679, 25496063.86493317037820816 6674956.24254334252327681, 25496075.82025966793298721 6674926.46701318863779306, 25496071.75996010005474091 6674915.63954767771065235, 25496078.07598165050148964 6674888.34531170222908258, 25496105.82136202231049538 6674850.2236102158203721, 25496124.99499886482954025 6674830.14768458157777786, 25496166.7258555144071579 6674803.75573739875108004, 25496178.2300376184284687 6674797.21414365340024233, 25496166.50028331577777863 6674787.06339473649859428, 25496141.46176932379603386 6674807.3648925693705678, 25496124.31828226521611214 6674817.29006928764283657, 25496110.5583781786262989 6674820.89922445826232433, 25496057.54891161248087883 6674801.95115981437265873, 25496043.33786313235759735 6674785.03324495255947113, 25496018.75049353763461113 6674765.40846371371299028, 25496014.69019396975636482 6674758.19015337340533733, 25496005.66730604320764542 6674747.58826006110757589, 25496005.21616164594888687 6674734.05392817221581936, 25496027.32223706692457199 6674621.26782910153269768, 25496056.75940891727805138 6674629.83957263454794884)));763;6967;2020-2;HEL 2019-008795
MultiPolygon (((25496033.72674503177404404 6674621.97823743894696236, 25495941.61759404093027115 6674605.03987418953329325, 25495939.64167143031954765 6674604.71523862238973379, 25495922.08622610941529274 6674696.95135239046066999, 25495859.28039400279521942 6674648.54856761824339628, 25495844.05131711810827255 6674668.35238874703645706, 25495906.81245475262403488 6674713.22204114496707916, 25495901.66609565541148186 6674740.96797570213675499, 25495916.30469750985503197 6674743.1240075221285224, 25496008.24648017808794975 6674762.11332153528928757, 25496033.72674503177404404 6674621.97823743894696236)));764;7669;2024-84;HEL 2024-009029
